name,source,truth_type,cluster,pdb,chain,n_active,n_true,n_components,same_component,unreachable,min_euclid,median_euclid,min_hop,median_hop,n_true_unreachable,is_distal
CB_5F3K,cryptobench,drug_contact,Q12931,5F3K,B,4,15,1,True,False,0.0,5.15526488165254,0.0,1.0,0,False
CB_5FSU,cryptobench,drug_contact,C9ZP98,5FSU,B,7,17,1,True,False,0.0,3.8004870740472194,0.0,1.0,0,False
CB_5FTK,cryptobench,drug_contact,P55072,5FTK,A,35,22,1,True,False,11.681886363083667,19.14174220034302,2.0,3.5,0,False
CB_5GGC,cryptobench,drug_contact,A0QUZ2,5GGC,A,7,17,1,True,False,25.109821365354236,34.25329492180278,5.0,7.0,0,True
CB_5GIZ,cryptobench,drug_contact,B4EKB3,5GIZ,B,10,21,1,True,False,0.0,3.7572513889810475,0.0,1.0,0,False
CB_5GMO,cryptobench,drug_contact,A3LWG4,5GMO,A,11,25,1,True,False,0.0,3.8000719730026176,0.0,1.0,0,False
CB_5GW7,cryptobench,drug_contact,P42592,5GW7,B,8,32,1,True,False,11.771279879435372,24.50010155317041,3.0,5.0,0,False
CB_5H8K,cryptobench,drug_contact,G7ITU5,5H8K,C,3,11,1,True,False,0.0,7.851875317400295,0.0,1.0,0,False
CB_5H9K,cryptobench,drug_contact,Q7YT09,5H9K,A,1,21,1,True,False,0.0,16.179731425459448,0.0,4.0,0,False
CB_5HGX,cryptobench,drug_contact,P34736,5HGX,A,14,14,1,True,False,0.0,6.212973062552633,0.0,1.0,0,False
CB_5HIJ,cryptobench,drug_contact,F6KV61,5HIJ,A,6,21,1,True,False,4.815447850408101,15.455050889595931,1.0,3.0,0,False
CB_5HQ8,cryptobench,drug_contact,Q9H7B4,5HQ8,A,16,8,1,True,False,15.068538283456691,17.142438641509898,3.0,3.5,0,True
CB_5HSI,cryptobench,drug_contact,J7GQ11,5HSI,A,7,15,1,True,False,0.0,4.7092476044480795,0.0,1.0,0,False
CB_5HSM,cryptobench,drug_contact,P9WME9,5HSM,A,2,9,1,True,False,0.0,7.176238081334817,0.0,1.0,0,False
CB_5HXQ,cryptobench,drug_contact,B8XA40,5HXQ,C,1,11,1,True,False,0.0,9.188226433866332,0.0,2.0,0,False
CB_5ICS,cryptobench,drug_contact,Q9BPX1,5ICS,C,12,25,2,True,False,0.0,6.24108812628054,0.0,1.0,0,False
CB_5IGH,cryptobench,drug_contact,Q47396,5IGH,A,11,20,1,True,False,5.153395094498383,13.350081830853803,1.0,3.5,0,False
CB_5ILK,cryptobench,drug_contact,Q40577,5ILK,A,8,14,1,True,False,0.0,10.493337240206268,0.0,2.0,0,False
CB_5IOX,cryptobench,drug_contact,Q8P9V9,5IOX,A,1,6,1,True,False,7.426591546597942,13.882304618176327,1.0,2.5,0,False
CB_5IWI,cryptobench,drug_contact,P66937-Q99XG5,5IWI,A,1,10,1,True,False,33.18210846224212,36.9596523343966,6.0,7.0,0,True
CB_5JHT,cryptobench,drug_contact,P03433,5JHT,A,9,13,1,True,False,3.797173290751951,12.39085118141607,1.0,2.0,0,False
CB_5K3A,cryptobench,drug_contact,Q6NAM1,5K3A,A,13,15,1,True,False,0.0,3.8059981607982922,0.0,1.0,0,False
CB_5K7K,cryptobench,drug_contact,P11712,5K7K,A,30,26,1,True,False,0.0,11.90880909440438,0.0,2.0,0,False
CB_5L45,cryptobench,drug_contact,G9VYV4,5L45,A,10,20,1,True,False,0.0,8.939532509575468,0.0,2.0,0,False
CB_5LCC,cryptobench,drug_contact,Q8EP31,5LCC,A,8,24,1,True,False,0.0,3.8499111923929457,0.0,1.0,0,False
CB_5LOC,cryptobench,drug_contact,P04964,5LOC,A,26,22,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_5LOR,cryptobench,drug_contact,Q9BRQ3,5LOR,B,12,9,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_5LQJ,cryptobench,drug_contact,P22734,5LQJ,C,14,13,1,True,False,0.0,3.808566396953059,0.0,1.0,0,False
CB_5M7R,cryptobench,drug_contact,O60502,5M7R,B,7,16,1,True,False,0.0,3.818483882640541,0.0,1.0,0,False
CB_5MBT,cryptobench,drug_contact,Q0P8Q4,5MBT,C,7,13,1,True,False,0.0,9.575538000551196,0.0,2.0,0,False
CB_5NR9,cryptobench,drug_contact,P14769,5NR9,B,10,18,1,True,False,6.363961973487898,13.83290635768177,1.0,3.0,0,False
CB_5NY2,cryptobench,drug_contact,D0VWZ1,5NY2,A,3,16,1,True,False,0.0,7.610572516934471,0.0,1.0,0,False
CB_5NZM,cryptobench,drug_contact,Q4QDU3,5NZM,A,15,26,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_5O1M,cryptobench,drug_contact,Q3L8N0,5O1M,A,24,12,1,True,False,3.8973434542005667,9.83676458334392,1.0,2.0,0,False
CB_5OP0,cryptobench,drug_contact,A0R5T1,5OP0,B,4,14,1,True,False,0.0,8.876920318927459,0.0,2.0,0,False
CB_5T2V,cryptobench,drug_contact,A0R723,5T2V,A,17,34,1,True,False,0.0,1.8868388245952536,0.0,0.5,0,False
CB_5TC0,cryptobench,drug_contact,Q12866,5TC0,B,5,24,1,True,False,0.0,9.012333082277639,0.0,2.0,0,False
CB_5U95,cryptobench,drug_contact,O24146,5U95,B,22,26,1,True,False,0.0,1.8873715188059814,0.0,0.5,0,False
CB_5UXA,cryptobench,drug_contact,O32553,5UXA,A,5,19,1,True,False,13.81047352555299,20.885881188017905,2.0,4.0,0,True
CB_5W5D,cryptobench,drug_contact,P21707,5W5D,F,5,6,1,True,False,0.0,1.9036210888724647,0.0,0.5,0,False
CB_5WBM,cryptobench,drug_contact,P50053,5WBM,B,23,12,1,True,False,3.8085600953641214,11.044050693637363,1.0,2.5,0,False
CB_5WM0,cryptobench,drug_contact,P14925,5WM0,A,6,10,1,True,False,0.0,4.587942757866754,0.0,1.0,0,False
CB_5X1O,cryptobench,drug_contact,P09038,5X1O,B,1,6,1,True,False,0.0,5.125986853047232,0.0,1.0,0,False
CB_5XCW,cryptobench,drug_contact,P45040,5XCW,X,25,12,1,True,False,0.0,3.8119950741010933,0.0,1.0,0,False
CB_5Z18,cryptobench,drug_contact,Q6W7J7,5Z18,C,10,13,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_5Z43,cryptobench,drug_contact,V5TDZ4,5Z43,A,5,11,1,True,False,3.8161353487527143,10.084190150924368,1.0,2.0,0,False
CB_5Z67,cryptobench,drug_contact,Q8RDL3,5Z67,A,8,19,1,True,False,0.0,6.17586285469488,0.0,1.0,0,False
CB_5ZIC,cryptobench,drug_contact,Q09328,5ZIC,B,4,16,1,True,False,0.0,12.735269069262735,0.0,3.0,0,False
CB_5ZJ4,cryptobench,drug_contact,Q9L1E4,5ZJ4,D,15,11,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_5ZV0,cryptobench,drug_contact,P25081,5ZV0,A,5,15,1,True,False,0.0,6.68572576464216,0.0,1.0,0,False
CB_6A45,cryptobench,drug_contact,Q9R1A9,6A45,B,6,13,1,True,False,0.0,3.789052388130837,0.0,1.0,0,False
CB_6AA3,cryptobench,drug_contact,P36639,6AA3,A,16,22,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_6AIB,cryptobench,drug_contact,Q6GEZ3,6AIB,A,8,17,1,True,False,0.0,7.296781345223386,0.0,1.0,0,False
CB_6AQE,cryptobench,drug_contact,Q9RY20,6AQE,B,24,7,1,True,False,14.899915838688484,18.766504309540444,3.0,4.0,0,True
CB_6BKX,cryptobench,drug_contact,O75874,6BKX,C,10,21,1,True,False,5.184643092827123,12.420772157961837,1.0,2.0,0,False
CB_6BN5,cryptobench,drug_contact,Q06124,6BN5,B,9,13,1,True,False,8.765674303782905,16.36526571736616,2.0,3.0,0,False
CB_6BZI,cryptobench,drug_contact,Q4KCZ3,6BZI,C,15,12,1,True,False,0.0,5.039458602332312,0.0,1.0,0,False
CB_6CFS,cryptobench,drug_contact,Q92871,6CFS,A,15,14,1,True,False,3.836900963016898,15.65480762086107,1.0,4.0,0,False
CB_6CQE,cryptobench,drug_contact,Q92918,6CQE,B,8,21,1,True,False,0.0,9.587920003838164,0.0,2.0,0,False
CB_6CSW,cryptobench,drug_contact,Q99986,6CSW,C,9,15,1,True,False,0.0,8.050926716844467,0.0,2.0,0,False
CB_6CZX,cryptobench,drug_contact,Q96255,6CZX,A,21,8,1,True,False,0.0,1.8926237079778931,0.0,0.5,0,False
CB_6DDL,cryptobench,drug_contact,P49902,6DDL,B,16,12,2,True,False,3.8158193091392576,12.681520642100153,1.0,3.0,0,False
CB_6EIF,cryptobench,drug_contact,Q13627,6EIF,B,16,19,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_6EZR,cryptobench,drug_contact,D9ISE0,6EZR,A,5,14,1,True,False,0.0,4.673070265609442,0.0,1.0,0,False
CB_6F4M,cryptobench,drug_contact,Q8N371,6F4M,A,10,12,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_6F52,cryptobench,drug_contact,P56463,6F52,A,13,12,1,True,False,0.0,3.773593788426015,0.0,1.0,0,False
CB_6FGJ,cryptobench,drug_contact,W8U368,6FGJ,B,7,14,1,True,False,3.799950525993722,10.279871900784318,1.0,2.0,0,False
CB_6FP0,cryptobench,drug_contact,Q84HF5,6FP0,A,36,18,1,True,False,10.391974451469752,20.1854797300271,2.0,4.5,0,False
CB_6G6Y,cryptobench,drug_contact,P52732,6G6Y,A,12,42,1,True,False,4.581279624733683,13.461027404831096,1.0,3.0,0,False
CB_6G9Z,cryptobench,drug_contact,P49773,6G9Z,A,9,6,1,True,False,0.0,8.76520043266445,0.0,1.5,0,False
CB_6GSO,cryptobench,drug_contact,O54288,6GSO,C,8,8,1,True,False,0.0,3.1066110957118536,0.0,0.5,0,False
CB_6H6K,cryptobench,drug_contact,Q980A5,6H6K,A,24,14,1,True,False,3.7875107920638342,21.447223824287153,1.0,4.5,0,False
CB_6HEI,cryptobench,drug_contact,Q96RU2,6HEI,A,2,34,1,True,False,3.804111854296611,18.4582797593119,1.0,4.0,0,False
CB_6HL0,cryptobench,drug_contact,Q96RI1,6HL0,A,4,29,1,True,False,0.0,10.509859894403924,0.0,2.0,0,False
CB_6HR4,cryptobench,drug_contact,G3XD46,6HR4,A,1,18,1,True,False,0.0,7.614689830734557,0.0,1.0,0,False
CB_6HRV,cryptobench,drug_contact,Q6P4V5,6HRV,A,4,18,1,True,False,0.0,5.962905500052004,0.0,1.0,0,False
CB_6I1S,cryptobench,drug_contact,Q04771,6I1S,A,19,21,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_6I5G,cryptobench,drug_contact,P34913,6I5G,B,14,29,1,True,False,0.0,6.239174624900314,0.0,1.0,0,False
CB_6INF,cryptobench,drug_contact,Q6VAB4,6INF,A,20,30,1,True,False,3.773895335061639,16.41863514572584,1.0,3.0,0,False
CB_6ISU,cryptobench,drug_contact,P15374,6ISU,A,2,16,1,True,False,5.540475250373382,12.447261642635102,1.0,2.0,0,False
CB_6IU0,cryptobench,drug_contact,Q5JF30,6IU0,B,2,4,1,True,False,7.60856497639338,10.846784112169473,1.0,1.5,0,False
CB_6IZ9,cryptobench,drug_contact,A3EYF7,6IZ9,A,6,13,1,True,False,0.0,5.357362597398097,0.0,1.0,0,False
CB_6J1H,cryptobench,drug_contact,O67224,6J1H,A,23,29,1,True,False,0.0,3.7943049429375044,0.0,1.0,0,False
CB_6JNJ,cryptobench,drug_contact,Q53TZ2,6JNJ,A,7,26,1,True,False,0.0,7.549744959144748,0.0,1.0,0,False
CB_6JP2,cryptobench,drug_contact,M9SC49,6JP2,A,4,15,1,True,False,0.0,9.25556103107748,0.0,2.0,0,False
CB_6JTI,cryptobench,drug_contact,Q5FA94,6JTI,B,7,14,1,True,False,0.0,5.163483688332281,0.0,1.0,0,False
CB_6KQF,cryptobench,drug_contact,Q8RQE8-Q8RQE9,6KQF,D,14,7,1,True,False,29.484089607786775,38.2402735084361,5.0,7.0,0,True
CB_6KSC,cryptobench,drug_contact,P9WNV1,6KSC,A,13,9,1,True,False,25.911074717193806,27.35893316633527,5.0,6.0,0,True
CB_6KX4,cryptobench,drug_contact,P97784,6KX4,A,6,20,1,True,False,0.0,6.465461527984048,0.0,1.0,0,False
CB_6KYQ,cryptobench,drug_contact,O15075,6KYQ,A,11,18,1,True,False,0.0,7.253083693263919,0.0,1.0,0,False
CB_6L61,cryptobench,drug_contact,M1HE54,6L61,A,5,22,1,True,False,0.0,5.4790616834111905,0.0,1.0,0,False
CB_6LIO,cryptobench,drug_contact,Q15119,6LIO,B,28,16,1,True,False,8.331757257625789,12.97894542611191,2.0,2.5,0,False
CB_6N5J,cryptobench,drug_contact,P10121,6N5J,B,17,18,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_6NEI,cryptobench,drug_contact,Q5C9L2,6NEI,B,7,21,1,True,False,0.0,3.8214817806709473,0.0,1.0,0,False
CB_6NFL,cryptobench,drug_contact,Q9UH17,6NFL,A,9,4,1,True,False,5.306967778308061,9.26022641280398,1.0,2.0,0,False
CB_6NLF,cryptobench,drug_contact,Q9HY79,6NLF,A,2,11,1,True,False,18.931233134690412,29.147779280761686,4.0,5.0,0,True
CB_6O4F,cryptobench,drug_contact,P49419,6O4F,H,12,11,1,True,False,0.0,6.4878152717228215,0.0,1.0,0,False
CB_6OAH,cryptobench,drug_contact,P14324,6OAH,F,7,13,1,True,False,3.883278769287623,11.519861500903561,1.0,2.0,0,False
CB_6OPB,cryptobench,drug_contact,Q1HRL7,6OPB,D,2,24,1,True,False,0.0,13.533046558861624,0.0,3.0,0,False
CB_6P5B,cryptobench,drug_contact,P61088,6P5B,C,1,10,1,True,False,0.0,7.607209406071407,0.0,1.5,0,False
CB_6PK5,cryptobench,drug_contact,P43408,6PK5,A,11,30,1,True,False,0.0,9.226980314244011,0.0,2.0,0,False
CB_6PLF,cryptobench,drug_contact,O43175,6PLF,B,17,5,1,True,False,18.658322566618896,26.04262578927094,4.0,5.0,0,True
CB_6PNT,cryptobench,drug_contact,T1KUK4,6PNT,A,16,16,1,True,False,0.0,10.022543578282718,0.0,2.0,0,False
CB_6PUV,cryptobench,drug_contact,Q8IUN9,6PUV,A,5,11,1,True,False,11.346330243739601,16.449244450733897,2.0,3.0,0,False
CB_6PVG,cryptobench,drug_contact,L0E4H0,6PVG,A,34,19,1,True,False,3.801065771596171,11.477772301278677,1.0,2.0,0,False
CB_6PXO,cryptobench,drug_contact,P48730,6PXO,B,11,23,1,True,False,0.0,7.7476487401017335,0.0,1.0,0,False
CB_6Q7Q,cryptobench,drug_contact,O58216,6Q7Q,A,2,8,1,True,False,10.299234631757837,18.40725485558947,2.0,3.5,0,False
CB_6Q8Z,cryptobench,drug_contact,P51570,6Q8Z,D,10,14,1,True,False,8.426967188734036,17.19635699925682,2.0,3.0,0,False
CB_6QFL,cryptobench,drug_contact,O14733,6QFL,A,11,14,1,True,False,0.0,9.406898428620213,0.0,2.0,0,False
CB_6QLB,cryptobench,drug_contact,P04632,6QLB,C,28,19,1,True,False,3.818539118563513,8.61352622333038,1.0,2.0,0,False
CB_6RXD,cryptobench,drug_contact,B7GTV0,6RXD,A,5,21,1,True,False,12.81841901327929,21.161102830429233,3.0,4.0,0,True
CB_6S3P,cryptobench,drug_contact,K7RJ88,6S3P,A,13,16,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_6TN3,cryptobench,drug_contact,Q4WAR0,6TN3,A,19,29,1,True,False,0.0,3.7789863720315258,0.0,1.0,0,False
CB_6U9C,cryptobench,drug_contact,Q9KMN1,6U9C,A,3,8,1,True,False,14.066573498901572,18.47132449422722,3.0,4.0,0,True
CB_6UR2,cryptobench,drug_contact,D9N168,6UR2,A,12,15,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_6UW3,cryptobench,drug_contact,A0QTG2,6UW3,A,1,18,1,True,False,0.0,11.550456855045464,0.0,3.0,0,False
CB_6VTG,cryptobench,drug_contact,D2W2Z5,6VTG,C,18,19,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_6W10,cryptobench,drug_contact,Q91XB0,6W10,A,6,12,1,True,False,0.0,4.793048262049709,0.0,1.0,0,False
CB_6W3C,cryptobench,drug_contact,O75460,6W3C,C,19,23,1,True,False,0.0,6.432578409937962,0.0,1.0,0,False
CB_6X41,cryptobench,drug_contact,F5B5W8,6X41,B,3,14,1,True,False,0.0,4.110898447421747,0.0,1.0,0,False
CB_6X84,cryptobench,drug_contact,P0AG80,6X84,A,7,14,1,True,False,0.0,1.883309321380849,0.0,0.5,0,False
CB_6XL4,cryptobench,drug_contact,P00533,6XL4,C,14,21,1,True,False,0.0,5.321169890165132,0.0,1.0,0,False
CB_6XQX,cryptobench,drug_contact,P08149,6XQX,B,1,5,1,True,False,24.548620348198796,26.143535988844352,5.0,6.0,0,True
CB_6XUE,cryptobench,drug_contact,P21589,6XUE,A,9,16,1,True,False,0.0,11.069836678740586,0.0,2.0,0,False
CB_6XXH,cryptobench,drug_contact,P49366,6XXH,B,28,20,1,True,False,0.0,6.157865416434349,0.0,1.0,0,False
CB_6YDK,cryptobench,drug_contact,P71447,6YDK,A,5,17,1,True,False,0.0,13.707743140283888,0.0,3.0,0,False
CB_6Z6Z,cryptobench,drug_contact,P80188,6Z6Z,A,7,21,1,True,False,0.0,5.239739020218469,0.0,1.0,0,False
CB_6Z89,cryptobench,drug_contact,P30793,6Z89,A,3,13,1,True,False,16.38212989815427,29.825198507302513,3.0,5.0,0,True
CB_7AQB,cryptobench,drug_contact,Q16659,7AQB,B,8,16,1,True,False,0.0,7.990509751494601,0.0,1.5,0,False
CB_7AUT,cryptobench,drug_contact,Q99321,7AUT,A,4,22,1,True,False,0.0,11.340207374431099,0.0,2.0,0,False
CB_7B6Q,cryptobench,drug_contact,P22188,7B6Q,A,22,20,1,True,False,0.0,8.214806723511405,0.0,1.5,0,False
CB_7BHJ,cryptobench,drug_contact,O33877,7BHJ,A,1,21,1,True,False,0.0,23.098871530877865,0.0,5.0,0,False
CB_7BTC,cryptobench,drug_contact,Q15382,7BTC,B,21,12,1,True,False,4.441899030820038,8.612628542427208,1.0,1.5,0,False
CB_7C48,cryptobench,drug_contact,P96356,7C48,A,6,21,1,True,False,0.0,6.66235056117584,0.0,1.0,0,False
CB_7CEH,cryptobench,drug_contact,W0TJ64,7CEH,A,7,10,1,True,False,8.544103171193568,12.455277015252133,2.0,2.5,0,False
CB_7CIU,cryptobench,drug_contact,Q9W469,7CIU,A,11,28,1,True,False,0.0,3.789276074514915,0.0,1.0,0,False
CB_7CLU,cryptobench,drug_contact,Q5W249,7CLU,A,7,23,1,True,False,0.0,3.81360787181902,0.0,1.0,0,False
CB_7CRM,cryptobench,drug_contact,P94968,7CRM,C,9,17,1,True,False,9.15016273079337,15.199519729254606,2.0,4.0,0,False
CB_7CTD,cryptobench,drug_contact,Q9WZL1,7CTD,A,16,12,1,True,False,0.0,2.573781750654082,0.0,0.5,0,False
CB_7CYR,cryptobench,drug_contact,A0QTT2,7CYR,A,7,18,1,True,False,0.0,3.805724070918094,0.0,1.0,0,False
CB_7D48,cryptobench,drug_contact,P0DSP4,7D48,A,7,23,1,True,False,6.16394751762214,15.514227341379266,1.0,3.0,0,False
CB_7DJN,cryptobench,drug_contact,P02768,7DJN,A,10,15,1,True,False,5.5126616076084325,13.50465704858883,1.0,3.0,0,False
CB_7DL7,cryptobench,drug_contact,B0VJ11,7DL7,C,16,28,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_7EGU,cryptobench,drug_contact,P40261,7EGU,A,11,24,1,True,False,0.0,3.8208407737438232,0.0,1.0,0,False
CB_7ERY,cryptobench,drug_contact,Q0DPB7,7ERY,A,9,16,1,True,False,3.899709476358466,14.121645569872348,1.0,3.0,0,False
CB_7F2M,cryptobench,drug_contact,Q08499,7F2M,B,24,28,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_7FT3,cryptobench,drug_contact,O00560,7FT3,A,3,14,1,True,False,3.8636788168790654,14.391127453079015,1.0,3.0,0,False
CB_7GOS,cryptobench,drug_contact,Q68T42,7GOS,B,3,4,1,True,False,17.582624548115678,18.469993827501227,3.0,3.5,0,True
CB_7K4W,cryptobench,drug_contact,P23360,7K4W,A,2,15,1,True,False,0.0,9.763338824398142,0.0,2.0,0,False
CB_7KQL,cryptobench,drug_contact,Q8TDQ0,7KQL,T,4,13,1,True,False,11.86488348025382,18.20471394996362,2.0,3.0,0,False
CB_7LPU,cryptobench,drug_contact,P06873,7LPU,A,9,7,1,True,False,11.99255418999639,17.62605656407581,2.0,4.0,0,False
CB_7MOI,cryptobench,drug_contact,Q9ZVN4,7MOI,B,9,6,1,True,False,7.906016253461663,10.530025745513461,1.0,2.0,0,False
CB_7NC8,cryptobench,drug_contact,B0Y813,7NC8,D,4,11,1,True,False,0.0,3.825234110482651,0.0,1.0,0,False
CB_7NLX,cryptobench,drug_contact,P9WQ01,7NLX,A,4,14,1,True,False,0.0,4.3575323627079054,0.0,1.0,0,False
CB_7NP0,cryptobench,drug_contact,P9WIT9,7NP0,C,6,13,1,True,False,0.0,14.672209036133586,0.0,3.0,0,False
CB_7O1I,cryptobench,drug_contact,O53872,7O1I,A,18,30,1,True,False,0.0,14.777639317327296,0.0,3.0,0,False
CB_7OPP,cryptobench,drug_contact,P51159,7OPP,C,27,10,1,True,False,11.483118783675454,15.799158906018505,2.0,3.0,0,False
CB_7OUE,cryptobench,drug_contact,Q9UZY0,7OUE,A,9,14,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_7P2T,cryptobench,drug_contact,A5H660,7P2T,C,5,22,1,True,False,0.0,8.264828943291105,0.0,1.5,0,False
CB_7PLD,cryptobench,drug_contact,Q9A9Z1,7PLD,B,31,22,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_7PSJ,cryptobench,drug_contact,C1F2K5,7PSJ,A,8,21,1,True,False,0.0,15.134143814567112,0.0,3.0,0,False
CB_7Q00,cryptobench,drug_contact,O23254,7Q00,B,20,3,1,True,False,13.585068604905903,20.761368090759337,3.0,4.0,0,True
CB_7QLU,cryptobench,drug_contact,P11838,7QLU,A,2,20,1,True,False,0.0,11.660374545676227,0.0,2.0,0,False
CB_7QOQ,cryptobench,drug_contact,K5B7Z4,7QOQ,A,12,18,1,True,False,0.0,4.127813646471942,0.0,1.0,0,False
CB_7R51,cryptobench,drug_contact,B2RID1,7R51,B,3,8,1,True,False,11.265578058848112,15.474130815718198,2.0,3.0,0,False
CB_7S2N,cryptobench,drug_contact,Q4E4E1,7S2N,A,3,14,1,True,False,0.0,7.935644131594534,0.0,1.5,0,False
CB_7SE6,cryptobench,drug_contact,P22087,7SE6,A,10,13,1,True,False,0.0,3.814807203516319,0.0,1.0,0,False
CB_7SO5,cryptobench,drug_contact,P18177,7SO5,A,16,28,1,True,False,0.0,23.658748017528545,0.0,5.0,0,False
CB_7UJR,cryptobench,drug_contact,Q9UQM7,7UJR,A,11,17,1,True,False,0.0,8.484936181256757,0.0,2.0,0,False
CB_7VDA,cryptobench,drug_contact,P00366,7VDA,A,16,28,1,True,False,5.631268684763682,13.279947158184097,1.0,2.5,0,False
CB_7W19,cryptobench,drug_contact,A5Y459,7W19,A,4,23,1,True,False,11.308302701997324,18.402726401270005,2.0,4.0,0,False
CB_7WMY,cryptobench,drug_contact,A0R6S0,7WMY,A,7,22,1,True,False,0.0,5.5369608928944825,0.0,1.0,0,False
CB_7WYO,cryptobench,drug_contact,E7E815,7WYO,B,3,11,1,True,False,0.0,10.083895427859215,0.0,2.0,0,False
CB_7Y4C,cryptobench,drug_contact,Q9Y6W6,7Y4C,A,1,13,1,True,False,7.907320279336103,13.630651855285569,1.0,2.0,0,False
CB_7YMF,cryptobench,drug_contact,O00571,7YMF,A,16,19,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_7YV0,cryptobench,drug_contact,G8HX37,7YV0,A,20,20,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_7YYE,cryptobench,drug_contact,Q9BYJ9,7YYE,C,8,9,1,True,False,0.0,3.796027002011448,0.0,1.0,0,False
CB_8AEQ,cryptobench,drug_contact,A9WIU3,8AEQ,A,20,8,1,True,False,0.0,5.581498312043074,0.0,1.0,0,False
CB_8BBC,cryptobench,drug_contact,P05326,8BBC,A,20,3,1,True,False,7.552245891124043,11.10737907879262,1.0,2.0,0,False
CB_8BRE,cryptobench,drug_contact,Q9I5Q5,8BRE,B,8,17,1,True,False,0.0,8.689685955199993,0.0,2.0,0,False
CB_8CFB,cryptobench,drug_contact,Q9I685,8CFB,C,29,35,1,True,False,3.816326243915736,16.459444522826402,1.0,3.0,0,False
CB_8CN8,cryptobench,drug_contact,G3XDA2,8CN8,C,4,12,1,True,False,15.873149088948923,24.994162043060058,3.0,4.5,0,True
CB_8DEN,cryptobench,drug_contact,P0ABE7,8DEN,A,2,20,1,True,False,0.0,7.273115470891056,0.0,1.5,0,False
CB_8DFN,cryptobench,drug_contact,P0DTD1,8DFN,A,2,19,1,True,False,0.0,7.785633564457039,0.0,1.0,0,False
CB_8E1J,cryptobench,drug_contact,O74429,8E1J,B,24,21,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_8ELM,cryptobench,drug_contact,P30043,8ELM,A,4,18,1,True,False,10.790984107114607,19.486821986479576,3.0,4.0,0,False
CB_8EVV,cryptobench,drug_contact,Q9HWI0,8EVV,A,57,24,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_8GHC,cryptobench,drug_contact,P18054,8GHC,B,6,15,1,True,False,10.011964692306897,20.24810662753432,2.0,4.0,0,False
CB_8H0N,cryptobench,drug_contact,Q9UBP6,8H0N,B,10,17,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_8HS6,cryptobench,drug_contact,Q8YIN7,8HS6,H,14,26,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_8IAS,cryptobench,drug_contact,Q8DQ84,8IAS,B,23,19,1,True,False,0.0,0.0,0.0,0.0,0,False
CB_8IXP,cryptobench,drug_contact,A9Y8T1,8IXP,A,9,22,1,True,False,0.0,3.784586574560162,0.0,1.0,0,False
CB_8J11,cryptobench,drug_contact,P02791,8J11,X,5,3,1,True,False,0.0,6.100982625774312,0.0,1.0,0,False
CB_8J1K,cryptobench,drug_contact,Q9GZT9,8J1K,A,15,29,1,True,False,0.0,6.437606465139042,0.0,1.0,0,False
CB_8JQK,cryptobench,drug_contact,Q9UUN9,8JQK,A,1,11,1,True,False,6.6743846158278854,16.276510252508057,1.0,4.0,0,False
CB_8JZI,cryptobench,drug_contact,Q9K5E4,8JZI,A,11,12,1,True,False,9.807689789139948,15.333485218696495,2.0,3.0,0,False
CB_8ONN,cryptobench,drug_contact,D5EHC5,8ONN,E,7,22,1,True,False,0.0,3.8737890318575565,0.0,1.0,0,False
CB_8PFP,cryptobench,drug_contact,Q14191,8PFP,A,18,22,1,True,False,3.772676105896184,10.854661037232876,1.0,2.0,0,False
CB_8PQS,cryptobench,drug_contact,K9TVX3,8PQS,B,3,11,1,True,False,3.804256169082202,12.496411324856428,1.0,3.0,0,False
CB_8SXW,cryptobench,drug_contact,Q72KY0,8SXW,A,12,32,1,True,False,0.0,10.460896187376584,0.0,2.0,0,False
CB_9ATC,cryptobench,drug_contact,P0A786,9ATC,A,10,16,1,True,False,0.0,0.0,0.0,0.0,0,False
CS_1ALB,cryptosite,drug_contact,1ALB,1ALB,A,3,17,1,True,False,0.0,13.610376519406064,0.0,4.0,0,False
CS_1B6B,cryptosite,drug_contact,1B6B,1B6B,A,13,31,1,True,False,0.0,3.8222413581562344,0.0,1.0,0,False
CS_1BP5,cryptosite,drug_contact,1BP5,1BP5,A,8,9,1,True,False,0.0,0.0,0.0,0.0,0,False
